Nume,Email,"Facturare - Judet",Tip,Cui,Industrie,"Creat La"
"Colosal Import Export SRL",,,,RO1583310,,"2023-01-13 13:44:19"
"Columbus Operational SRL",,,,RO9657315,,"2023-01-13 13:44:19"
"Com Auto Car 2002",,,,RO14625254,,"2023-01-13 13:44:19"
"Com Auto Rom",,,,RO14497946,,"2023-01-13 13:44:19"
"Com Florinas",,,,RO713734,,"2023-01-13 13:44:19"
"Com-Pec SRL",,,,RO12382,,"2023-01-13 13:44:19"
"Coman Mihai Stefan",,,,1.74042E+12,,"2023-01-13 13:44:19"
"Comart SCA",,,,RO3678,,"2023-01-13 13:44:19"
"Comat Total En-Gros SRL",,,,RO13980534,,"2023-01-13 13:44:19"
"Comautoglob SRL",,,,RO38340,,"2023-01-13 13:44:19"
"Comet Electronics SRL",,,,RO14371076,,"2023-01-13 13:44:19"
"Comex LC98 SRL",,,,RO8354020,,"2023-01-13 13:44:19"
Comfarm,,,,RO3509360,,"2023-01-13 13:44:19"
"Comnilis Prod SRL",,,,RO13339573,,"2023-01-13 13:44:19"
"Como Prest",,,,RO647889,,"2023-01-13 13:44:19"
"Comp.Hot.Intercontinental Romania SA",,,,RO9019856,,"2023-01-13 13:44:19"
"Compania Cleaning Star SRL",,,,RO13535243,,"2023-01-13 13:44:19"
"Compania de Librarii",,,,RO361307,,"2023-01-13 13:44:19"
"Complex Herastrau SA",,,,RO7399430,,"2023-01-13 13:44:19"
"Computer Media Zone SRL",,,,RO14872190,,"2023-01-13 13:44:19"
"ConSeco International SRL",,,,RO9623665,,"2023-01-13 13:44:19"
"Concept Online Prest SRL",,,,41291462,,"2023-01-13 13:44:19"
"Concordia Mondial",,,,RO3902326,,"2023-01-13 13:44:19"
"Condur Nicolae",,,,1.72012E+12,,"2023-01-13 13:44:19"
"Conex Electronic SRL",,,,RO3016800,,"2023-01-13 13:44:19"
"Connex Bucuresti",,,,RO971726,,"2023-01-13 13:44:19"
"Constantin Traian Taxi",,,,1.5803E+12,,"2023-01-13 13:44:19"
"Constructii Erbasu",,,,RO430008,,"2023-01-13 13:44:19"
"Consu Com Atex",,,,,,"2023-01-13 13:44:19"
"Consy Com SRL",,,,RO15842,,"2023-01-13 13:44:19"
"Continental Hotels SA",,,,RO1559737,,"2023-01-13 13:44:19"
Coop.Mestesugareasca,,,,RO1570654,,"2023-01-13 13:44:19"
Cora,,,,RO14374293,,"2023-01-13 13:44:19"
"Coral Service Group SRL",,,,RO5439318,,"2023-01-13 13:44:19"
"Coremo Servicii SRL",,,,RO9754814,,"2023-01-13 13:44:19"
"Corsar Grup",,,,RO16612022,,"2023-01-13 13:44:19"
"Corsar Online SRL",,,,RO26747604,,"2023-01-13 13:44:19"
"Cosmetiques de France SRL",,,,RO9707995,,"2023-01-13 13:44:19"
"Cosrom Cosmetics SRL",,,,RO15475458,,"2023-01-13 13:44:19"
"Costar Consulting SRL",,,,RO15238889,,"2023-01-13 13:44:19"
"Cressent Style",,,,RO11906655,,"2023-01-13 13:44:19"
"Cretu Florian",,,,1.53041E+12,,"2023-01-13 13:44:19"
"Cridor Mob",,,,RO15353701,,"2023-01-13 13:44:19"
"Cris & Vio Speed",,,,RO23081039,,"2023-01-13 13:44:19"
"Cris Construct Prest-Serv SRL",,,,RO21970809,,"2023-01-13 13:44:19"
"Cris Style Impex SRL",,,,RO1598841,,"2023-01-13 13:44:19"
"Crisco Serv Impex SRL",,,,RO18094016,,"2023-01-13 13:44:19"
Crisen,,,,RO5793225,,"2023-01-13 13:44:19"
"Cristal Fashion SRL",,,,RO19166374,,"2023-01-13 13:44:19"
"Cristaline Activ SRL",,,,RO27757649,,"2023-01-13 13:44:19"
Cristaxi,,,,RO943332,,"2023-01-13 13:44:19"
"Cristimar Ella SRL",,,,RO3012379,,"2023-01-13 13:44:19"
"Cristman Turism",,,,RO1556358,,"2023-01-13 13:44:19"
Crivet,,,,RO7455379,,"2023-01-13 13:44:19"
Cromatec,,,,RO11347189,,"2023-01-13 13:44:19"
"Cruist 98 SRL",,,,RO11110629,,"2023-01-13 13:44:19"
"Cuasar Impex SRL",,,,RO8488994,,"2023-01-13 13:44:19"
"Cucina la Karyna SRL",,,,RO17194017,,"2023-01-13 13:44:19"
"Cuptorul cu Lemne Delivery SRL",,,,RO18144505,,"2023-01-13 13:44:19"
"Cuptorul cu lemne SRL",,,,RO15797410,,"2023-01-13 13:44:19"
"Curiero international",,,,RO5525661,,"2023-01-13 13:44:19"
"Cursaru Andrei",,,,,,"2023-01-13 13:44:19"
Cyprom,,,,RO12306330,,"2023-01-13 13:44:19"
"D H Import Export SRL",,,,RO4600962,,"2023-01-13 13:44:19"
"D&V Cargo Service",,,,RO16456411,,"2023-01-13 13:44:19"
"DHL INTERNATIONAL ROMANIA SRL",,,,RO1590678,,"2023-01-13 13:44:19"
"DIM Chim",,,,RO12067772,,"2023-01-13 13:44:19"
"DINEXIM srl",,,,RO6548178,,"2023-01-13 13:44:19"
"DMS Gaz Company SRL",,,,RO16357418,,"2023-01-13 13:44:19"
"DTH Television Grup",,,,RO16212980,,"2023-01-13 13:44:19"
"DTM Sancon srl",,,,RO21178800,,"2023-01-13 13:44:19"
"DVM Auto Center",,,,,,"2023-01-13 13:44:19"
"Dacchim SRL",,,,RO12062074,,"2023-01-13 13:44:19"
"Dacos SRL",,,,RO1473244,,"2023-01-13 13:44:19"
"Dacris Travel SRL",,,,RO22271396,,"2023-01-13 13:44:19"
"Dacserv Consult SRL",,,,36168367,,"2023-01-13 13:44:19"
"Daewoo Automobile",,,,RO488696,,"2023-01-13 13:44:19"
Dakido,,,,RO13004632,,"2023-01-13 13:44:19"
"Dalli srl",,,,RO543168,,"2023-01-13 13:44:19"
"Damai Production&Consulting",,,,RO6644086,,"2023-01-13 13:44:19"
"Dan Alina",,,,2.681E+12,,"2023-01-13 13:44:19"
"Dan Condur",,,,,,"2023-01-13 13:44:19"
"Dan Marian",,,,1.77061E+12,,"2023-01-13 13:44:19"
"Dancatia Impex SRL",,,,RO11121970,,"2023-01-13 13:44:19"
"Dance Show SRL",,,,32069360,,"2023-01-13 13:44:19"
"Danciu Taxi",,,,1.5803E+12,,"2023-01-13 13:44:19"
"Danco Prest SRL",,,,RO14198600,,"2023-01-13 13:44:19"
"Daniele trading",,,,RO7974503,,"2023-01-13 13:44:19"
"Danny Tour Com SRL",,,,RO15935327,,"2023-01-13 13:44:19"
"Danson SRL",,,,RO4781338,,"2023-01-13 13:44:19"
"Dante International SA",,,,RO14399840,,"2023-01-13 13:44:19"
"Danubio Comexim 2000 SRL",,,,RO9052399,,"2023-01-13 13:44:19"
Danvet,,,,RO9696576,,"2023-01-13 13:44:19"
"Dany's Group Organization SRL",,,,RO26371800,,"2023-01-13 13:44:19"
"Dapcom Management SRL",,,,RO22807614,,"2023-01-13 13:44:19"
"Darcom Sea Food SRL",,,,RO15089384,,"2023-01-13 13:44:19"
"Dare Advertisind SRL",,,,RO15671799,,"2023-01-13 13:44:19"
"Dasigur SRL",,,,RO33599128,,"2023-01-13 13:44:19"
Datascan,,,,RO7737701,,"2023-01-13 13:44:19"
"Davo Pro Company SRL",,,,"RO 15680207",,"2023-01-13 13:44:19"
"De Gustibus Grup",,,,RO16864941,,"2023-01-13 13:44:19"
"Dealul Mare",,,,RO1575589,,"2023-01-13 13:44:19"
"Deco Flora Prexim SRL",,,,RO5365679,,"2023-01-13 13:44:19"
"Deco Food SRL",,,,RO32527239,,"2023-01-13 13:44:19"
"Deco Horeca",,,,RO15715348,,"2023-01-13 13:44:19"
"Deco Prod Com SRL",,,,RO15475725,,"2023-01-13 13:44:19"
"Delegatii Alina Dan",,,,RO681004,,"2023-01-13 13:44:19"
"Delegatii Negut Vlad",,,,RO04318,,"2023-01-13 13:44:19"
Delipat,,,,RO6637798,,"2023-01-13 13:44:19"
"Delta Flex SRL",,,,RO18773823,,"2023-01-13 13:44:19"
"Delta Health Care SRL",,,,RO26630352,,"2023-01-13 13:44:19"
"Demani Solutions SRL",,,,RO43137410,,"2023-01-13 13:44:19"
"Denycris Concept SRL",,,,RO22069886,,"2023-01-13 13:44:19"
"Depozitul de anvelope",,,,RO16572467,,"2023-01-13 13:44:19"
Dexter,,,,RO8875940,,"2023-01-13 13:44:19"
"Dhl Romania",,,,RO234567,,"2023-01-13 13:44:19"
"Diaconescu taxi",,,,1.72052E+12,,"2023-01-13 13:44:19"
"Dialab Solutions SRL",,,,RO23818271,,"2023-01-13 13:44:19"
"Dialex Trading srl",,,,RO6916431,,"2023-01-13 13:44:19"
"Diamar Prod srl",,,,RO8450973,,"2023-01-13 13:44:19"
"Diamedix Impex SA",,,,RO8529458,,"2023-01-13 13:44:19"
"Dib Com Inter SRL",,,,RO11225050,,"2023-01-13 13:44:19"
"Dicos L & M SRL",,,,RO10569306,,"2023-01-13 13:44:19"
"Digisign SA",,,,RO17544945,,"2023-01-13 13:44:19"
"Dinescu Cristian",,,,1.68031E+12,,"2023-01-13 13:44:19"
"Dinescu si Leonte",,,,RO29085692,,"2023-01-13 13:44:19"
"Dinut 79 Impex SRL",,,,RO6384849,,"2023-01-13 13:44:19"
"Dipol Connect SRL",,,,RO26051890,,"2023-01-13 13:44:19"
"Direct Client Services",,,,RO11648548,,"2023-01-13 13:44:19"
"Distinct Operations SRL",,,,RO34613778,,"2023-01-13 13:44:19"
Distrigaz,,,,RO13093222,,"2023-01-13 13:44:19"
"Diversi Bucuresti",,,,RO0791700,,"2023-01-13 13:44:19"
"Diverta Media Retail SA",,,,RO15104638,,"2023-01-13 13:44:19"
"Dobre Auto Service SRL",,,,RO19157058,,"2023-01-13 13:44:19"
"Dog&Cat SRL",,,,RO21327820,,"2023-01-13 13:44:19"
"Doltu Mihai Taxi",,,,1.4308E+13,,"2023-01-13 13:44:19"
"Dom Profesor Drinks SRL",,,,RO27675166,,"2023-01-13 13:44:19"
"Dormarex SRL",,,,RO7345325,,"2023-01-13 13:44:19"
"Doversim Prod Com Impex SRL",,,,2597216,,"2023-01-13 13:44:19"
"Dr. Med Tech",,,,RO17596022,,"2023-01-13 13:44:19"
"Draeger Romania SRL",,,,RO2836925,,"2023-01-13 13:44:19"
"Draft Consult SRL",,,,RO14295831,,"2023-01-13 13:44:19"
"Dream Concept SRL",,,,RO26567972,,"2023-01-13 13:44:19"
"Drumea Marin",,,,1.76063E+12,,"2023-01-13 13:44:19"
Duelix,,,,RO6053195,,"2023-01-13 13:44:19"
Dumar,,,,RO2625006,,"2023-01-13 13:44:19"
"Duna Impex SRL",,,,RO3597990,,"2023-01-13 13:44:19"
"Duotil Serv SRL",,,,RO24057071,,"2023-01-13 13:44:19"
"Dupont Exim SRL",,,,RO15680738,,"2023-01-13 13:44:19"
"Durion Tonic Prod Com Impex SRL",,,,RO409243,,"2023-01-13 13:44:19"
"Dusor Comimpex SRL",,,,RO5247347,,"2023-01-13 13:44:19"
"Dwyn Electronics SRL",,,,RO31836120,,"2023-01-13 13:44:19"
"EIT Sucursala",,,,RO8285314,,"2023-01-13 13:44:19"
"ET Computers SRL",,,,RO14498194,,"2023-01-13 13:44:19"
"Easy Pro Soft SRL",,,,RO23225177,,"2023-01-13 13:44:19"
"Ecosmart Union SA",,,,RO37403150,,"2023-01-13 13:44:19"
"Ecuarom grup",,,,ROR12062023,,"2023-01-13 13:44:19"
"Edcrimex SRL",,,,RO16435133,,"2023-01-13 13:44:19"
"Edenred Romania",,,,RO10696741,,"2023-01-13 13:44:19"
"Edith prodcom",,,,RO390558,,"2023-01-13 13:44:19"
"Editura Adevarul",,,,RO1581157,,"2023-01-13 13:44:19"
"Editura Amaltea SRL",,,,RO32933849,,"2023-01-13 13:44:19"
"Editura Arte",,,,,,"2023-01-13 13:44:19"
"Ejobs Group SRL",,,,RO17562631,,"2023-01-13 13:44:19"
"Elami Consulting SRL",,,,RO18185300,,"2023-01-13 13:44:19"
"Electric Top Logistic SRL",,,,30838255,,"2023-01-13 13:44:19"
"Electric Top Logistic Team SRL",,,,RO37015744,,"2023-01-13 13:44:19"
"Electrica Muntenia Sud SA",,,,RO14659614,,"2023-01-13 13:44:19"
"Electro Service ELS Pram SRL",,,,37985865,,"2023-01-13 13:44:19"
"Electro Service Verificari Pram SRL",,,,39919868,,"2023-01-13 13:44:19"
"Electrochim Com&Serv SRL",,,,RO8564560,,"2023-01-13 13:44:19"
"Electronic Light Tech SRL",,,,RO31444461,,"2023-01-13 13:44:19"
"Elefant Online SA",,,,RO26396066,,"2023-01-13 13:44:19"
"Elena Trans Taxi",,,,RO5911229,,"2023-01-13 13:44:19"
"Elettrograf SRL",,,,RO14169299,,"2023-01-13 13:44:19"
"Elfast SRL",,,,RO3206944,,"2023-01-13 13:44:19"
"Elfkanti SRL",,,,RO25708305,,"2023-01-13 13:44:19"
"Elginmed SRL",,,,RO17712593,,"2023-01-13 13:44:19"
"Eliana Farm Plus SRL",,,,RO9694666,,"2023-01-13 13:44:19"
"Elite Promotion",,,,,,"2023-01-13 13:44:19"
"Elka-Oktal Group SRL",,,,RO13510028,,"2023-01-13 13:44:19"
"Elmarom Grup SRL",,,,RO15664007,,"2023-01-13 13:44:19"
"Elven soft SRL",,,,RO17610801,,"2023-01-13 13:44:19"
"Elwest Distribution SRL",,,,RO16795647,,"2023-01-13 13:44:19"
"Emma Patt SRL",,,,RO13694575,,"2023-01-13 13:44:19"
"Empire Advertising Media & Events",,,,RO16912330,,"2023-01-13 13:44:19"
"Empire Leasing",,,,RO14796174,,"2023-01-13 13:44:19"
"Empire Medical Events SRL",,,,R032933792,,"2023-01-13 13:44:19"
"Empire Tower SRL",,,,RO16999671,,"2023-01-13 13:44:19"
"Emplast Term SRL",,,,34402150,,"2023-01-13 13:44:19"
"Emsai Industrial SRL",,,,RO13506540,,"2023-01-13 13:44:19"
"Enache Serv  SRL",,,,RO14916530,,"2023-01-13 13:44:19"
"Ene George PF",,,,19714736,,"2023-01-13 13:44:19"
"Ene Taxi",,,,1.58121E+12,,"2023-01-13 13:44:19"
"Enel Energie Muntenia SA",,,,RO24387371,,"2023-01-13 13:44:19"
"Engie Romania SA (GDF Suez)",,,,"RO 13093222",,"2023-01-13 13:44:19"
"Enida com",,,,RO2774200,,"2023-01-13 13:44:19"
"Enki Business SRL",,,,RO23481965,,"2023-01-13 13:44:19"
"Enrose Events SRL",,,,RO32281257,,"2023-01-13 13:44:19"
"Esky Travel Search SRL",,,,RO26130195,,"2023-01-13 13:44:19"
"Essenza Grup SRL",,,,RO13733020,,"2023-01-13 13:44:19"
"Euritmic Grup SRL",,,,RO12670543,,"2023-01-13 13:44:19"
"Euro ABC Termopane SRL",,,,39041340,,"2023-01-13 13:44:19"
"Euro Auto 24 Ore SRL",,,,RO38427514,,"2023-01-13 13:44:19"
"Euro Inter Trade Corporation-Euroservice",,,,RO425931,,"2023-01-13 13:44:19"
"Euro Parts Distribution SRL",,,,RO29405223,,"2023-01-13 13:44:19"
"Euro data",,,,RO9403236,,"2023-01-13 13:44:19"
"Eurocooling Center SRL",,,,RO11979444,,"2023-01-13 13:44:19"
"Euromobil Tranding SRL",,,,RO39605768,,"2023-01-13 13:44:19"
"Eurosoftware Company SRL",,,,Ro17976943,,"2023-01-13 13:44:19"
"Eurotechnik Media SRL",,,,RO16123387,,"2023-01-13 13:44:19"
"Eurotrans International SRL",,,,RO18375151,,"2023-01-13 13:44:19"
"Evolution Prest Ssytems SRL",,,,RO17563840,,"2023-01-13 13:44:19"
"Exclusiv Cell Mobile SRL",,,,RO26880227,,"2023-01-13 13:44:19"
"Exclusive Drinks SRL",,,,RO22349568,,"2023-01-13 13:44:19"
"Eximrom Biocard SRL",,,,RO10777846,,"2023-01-13 13:44:19"
"Expeditor prest srl",,,,RO3509574,,"2023-01-13 13:44:19"
"Expert Trade SRL",,,,RO4599752,,"2023-01-13 13:44:19"
"Explore Travel SRL",,,,RO18185530,,"2023-01-13 13:44:19"
"Expo medical",,,,,,"2023-01-13 13:44:19"
Exprims,,,,RO4967030,,"2023-01-13 13:44:19"
"Extreme Training SRL",,,,RO18227600,,"2023-01-13 13:44:19"
"Eyecon Medical",,,,RO4923065,,"2023-01-13 13:44:19"
"Fairy FlowersSRL",,,,29372738,,"2023-01-13 13:44:19"
"Falcon Mont SRL",,,,RO26569540,,"2023-01-13 13:44:19"
"Fan Courier Express SRL",,,,RO13838336,,"2023-01-13 13:44:19"
"Fan GSM SRL",,,,RO31962250,,"2023-01-13 13:44:19"
"Fan Taxi",,,,RO52756689,,"2023-01-13 13:44:19"
"Farmacia Tei SRL",,,,RO9417,,"2023-01-13 13:44:19"
"Farmec Com Impex SRL",,,,RO5082494,,"2023-01-13 13:44:19"
"Fashion Retail Group SRL",,,,RO17933705,,"2023-01-13 13:44:19"
"Fedex Express Romania Transportation SRL",,,,RO1592989,,"2023-01-13 13:44:19"
"Fems Group SRL",,,,RO22805222,,"2023-01-13 13:44:19"
"Ferdinand Impex srl",,,,RO43610,,"2023-01-13 13:44:19"
"Fin Watch",,,,RO11533602,,"2023-01-13 13:44:19"
"Firicom SRL",,,,RO3168891,,"2023-01-13 13:44:19"
"First Optic SRL",,,,RO18631314,,"2023-01-13 13:44:19"
"Fizico SRL",,,,RO1577768,,"2023-01-13 13:44:19"
"Flamingo Computers",,,,RO6597960,,"2023-01-13 13:44:19"
"Flamingo Taxi",,,,RO12461628,,"2023-01-13 13:44:19"
Flanco,,,,RO549491,,"2023-01-13 13:44:19"
"Flipper Trading",,,,RO2487644,,"2023-01-13 13:44:19"
"Floranda 93 Trading SRL",,,,RO4058676,,"2023-01-13 13:44:19"
"Floraria Florex Online SRL",,,,RO24873061,,"2023-01-13 13:44:19"
"Floraria Iris SRL",,,,RO9446547,,"2023-01-13 13:44:19"
"Floraria La Indianu SRL",,,,28628499,,"2023-01-13 13:44:19"
"Floria Digital SRL",,,,RO41927820,,"2023-01-13 13:44:19"
"Floria Network SRL",,,,RO31225755,,"2023-01-13 13:44:19"
"Florin Art SRL",,,,RO15098838,,"2023-01-13 13:44:19"
"Florin Cretu",,,,1.53041E+12,,"2023-01-13 13:44:19"
"Florio Exim SRL",,,,RO3645885,,"2023-01-13 13:44:19"
"Fluffy Vet",,,,RO20752946,,"2023-01-13 13:44:19"
"Fly Go Voyager SRL",,,,RO18102780,,"2023-01-13 13:44:19"
"Focus Lab Plus SRL",,,,RO15852353,,"2023-01-13 13:44:19"
"Focus Team Consulting SRL",,,,RO18808077,,"2023-01-13 13:44:19"
"Fond Exim SRL",,,,RO400350,,"2023-01-13 13:44:19"
"Fonzi Trading",,,,RO5833300,,"2023-01-13 13:44:19"
"Food and Beverages Management SRL",,,,RO27769449,,"2023-01-13 13:44:19"
"Forever Com 2002 SRL",,,,RO14796450,,"2023-01-13 13:44:19"
"Formi Impex SRL",,,,RO5247664,,"2023-01-13 13:44:19"
"Fortis Global SRL",,,,RO32616107,,"2023-01-13 13:44:19"
"Forum Invest",,,,RO14778089,,"2023-01-13 13:44:19"
"Fotonic LTD SL",,,,RO7060158,,"2023-01-13 13:44:19"
"Franco vet",,,,RO3883100,,"2023-01-13 13:44:19"
"Frans Maas Romania SRL",,,,RO727108,,"2023-01-13 13:44:19"
"Franz Advertising Grup SRL",,,,RO16568636,,"2023-01-13 13:44:19"
"French Revolution SRL",,,,RO31511366,,"2023-01-13 13:44:19"
"Frey Wille Bucuresti SRL",,,,RO25369276,,"2023-01-13 13:44:19"
"Frigo-Energo Group SRL",,,,RO15143041,,"2023-01-13 13:44:19"
"Fundatia Mereu Aproape",,,,18212553,,"2023-01-13 13:44:19"
"Fundatia Phoenix",,,,RO8077964,,"2023-01-13 13:44:19"
"Future Elco Impex SRL",,,,RO16829073,,"2023-01-13 13:44:19"
"GA-T International Grup srl",,,,RO14776304,,"2023-01-13 13:44:19"
"GB Trans Concept Pro SRL",,,,RO31498046,,"2023-01-13 13:44:19"
"GCE Romania SRL",,,,RO14420640,,"2023-01-13 13:44:19"
"GEAMBASU STEFAN",,,,1.80042E+12,,"2023-01-13 13:44:19"
"GKO Cryosonics SRL",,,,RO21878668,,"2023-01-13 13:44:19"
"GKO Ecoblast Services SRL",,,,RO40653246,,"2023-01-13 13:44:19"
"Galaxy Imob",,,,RO17192563,,"2023-01-13 13:44:19"
"Galeriile de arta Orizont",,,,RO15211340,,"2023-01-13 13:44:19"
"Galex Prodserv Comexim SRL",,,,RO6331593,,"2023-01-13 13:44:19"
"Gallo Nero Ristorante SRL",,,,RO15912684,,"2023-01-13 13:44:19"
Gamabell,,,,RO9832823,,"2023-01-13 13:44:19"
"Gamma Design",,,,RO12968656,,"2023-01-13 13:44:19"
"Garage Automotiv SRL",,,,RO33291500,,"2023-01-13 13:44:19"
"Gas Expert SRL",,,,RO11897719,,"2023-01-13 13:44:19"
"Gas Therm Install Concept SRL",,,,RO34492838,,"2023-01-13 13:44:19"
"Gastro Vision",,,,RO18083173,,"2023-01-13 13:44:19"
"Gb Multimedia",,,,RO16980083,,"2023-01-13 13:44:19"
"Geama Cris Impex SRL",,,,RO23137172,,"2023-01-13 13:44:19"
"Gebruder Weiss",,,,RO6614115,,"2023-01-13 13:44:19"
"Gefco Romania SRL",,,,RO18111664,,"2023-01-13 13:44:19"
"Gema Equipments SRL",,,,RO37351663,,"2023-01-13 13:44:19"
Gemedica,,,,RO11755382,,"2023-01-13 13:44:19"
"Genau MF",,,,RO10512830,,"2023-01-13 13:44:19"
"General Bussiness",,,,RO3329718,,"2023-01-13 13:44:19"
"General Impex SRL",,,,RO8149157,,"2023-01-13 13:44:19"
"General Med",,,,,,"2023-01-13 13:44:19"
"General Nic",,,,RO1586375,,"2023-01-13 13:44:19"
"General Online Solution SRL",,,,RO30649701,,"2023-01-13 13:44:19"
"Genetic Lab",,,,RO13571513,,"2023-01-13 13:44:19"
"Genmar Cosmetics SRL",,,,RO5126183,,"2023-01-13 13:44:19"
"Gentil computers",,,,RO10500992,,"2023-01-13 13:44:19"
"Georgia Trading-Impex SRL",,,,RO359692,,"2023-01-13 13:44:19"
"Geplast SRL",,,,RO6776885,,"2023-01-13 13:44:19"
"Geri Trading SRL",,,,RO6766563,,"2023-01-13 13:44:19"
Germanos,,,,RO12835471,,"2023-01-13 13:44:19"
"Getax com srl",,,,RO636369,,"2023-01-13 13:44:19"
Gevas,,,,RO4693147,,"2023-01-13 13:44:19"
"Gevik Electric Com SRL",,,,RO8114809,,"2023-01-13 13:44:19"
"Giftsolution SRL",,,,RO16916617,,"2023-01-13 13:44:19"
"Giftsolution Servicii SRL",,,,RO33645925,,"2023-01-13 13:44:19"
"Gimrom Holding SA",,,,RO10968331,,"2023-01-13 13:44:19"
"Ginkgo Romania SRL",,,,RO12258756,,"2023-01-13 13:44:19"
"Ginra Instal SRL",,,,RO30462141,,"2023-01-13 13:44:19"
"Ginrox Prodcom SRL",,,,RO3822332,,"2023-01-13 13:44:19"
"Gip-Tronic Service 96 SRL",,,,RO8429793,,"2023-01-13 13:44:19"
"Glasstek SRL",,,,RO15788382,,"2023-01-13 13:44:19"
"Glob Star Trade srl",,,,RO6422217,,"2023-01-13 13:44:19"
"Global Cersi SRL",,,,RO14309589,,"2023-01-13 13:44:19"
"Global Medical Solutions SRL",,,,RO27093109,,"2023-01-13 13:44:19"
"Global Net SRL",,,,RO14048955,,"2023-01-13 13:44:19"
"Global Soft Electronic SRL",,,,RO23395139,,"2023-01-13 13:44:19"
"Global Step SRL",,,,RO17622563,,"2023-01-13 13:44:19"
"Globe Ground",,,,RO64214,,"2023-01-13 13:44:19"
"Go Trans",,,,RO18160977,,"2023-01-13 13:44:19"
"Gold Print Impex SRL",,,,RO14420918,,"2023-01-13 13:44:19"
"Gold vet",,,,RO15574761,,"2023-01-13 13:44:19"
"Gourmet Import SRL",,,,RO26580270,,"2023-01-13 13:44:19"
"Graftex Prodcom SRL",,,,RO9737945,,"2023-01-13 13:44:19"
"Gral Sercomex",,,,RO4265620,,"2023-01-13 13:44:19"
"Grand Bleu SRL",,,,30311378,,"2023-01-13 13:44:19"
"Grand Instal Gaz SRL",,,,RO27513873,,"2023-01-13 13:44:19"
"Grand Place Grup",,,,RO15971877,,"2023-01-13 13:44:19"
"Green Design Work SRL",,,,RO27306401,,"2023-01-13 13:44:19"
"Green Land Com",,,,RO13990643,,"2023-01-13 13:44:19"
"Grigore Alexandru Taxi",,,,1.70111E+12,,"2023-01-13 13:44:19"
"Grigorescu Paul",,,,1.63111E+12,,"2023-01-13 13:44:19"
"Gromacht Service SRL",,,,29065032,,"2023-01-13 13:44:19"
"Grup de Presa Roman",,,,RO14376529,,"2023-01-13 13:44:19"
"Grup de lucru",,,,,,"2023-01-13 13:44:19"
"Grupul de firme TCE 3 Brazi SA",,,,RO31861388,,"2023-01-13 13:44:19"
"Gustar com",,,,RO17579080,,"2023-01-13 13:44:19"
"Haidi inter",,,,RO5394810,,"2023-01-13 13:44:19"
"Hap Trans SRL",,,,RO17487092,,"2023-01-13 13:44:19"
"Happy tour",,,,RO6842431,,"2023-01-13 13:44:19"
"Hart Rock's Valy SRL",,,,RO12056692,,"2023-01-13 13:44:19"
"Heaven Flowers SRL",,,,RO25735997,,"2023-01-13 13:44:19"
"Heineken Romania SA",,,,RO13240781,,"2023-01-13 13:44:19"
"Heinrig Impex SRL Fil.Bucuresti",,,,RO11955941,,"2023-01-13 13:44:19"
"Helen Rose Trading SRL",,,,RO7996552,,"2023-01-13 13:44:19"
"Helios Medical",,,,RO340738,,"2023-01-13 13:44:19"
"Help Devices Activ",,,,RO15495013,,"2023-01-13 13:44:19"
"Help Net Farma SA",,,,RO14169353,,"2023-01-13 13:44:19"
"Helpet World SRL",,,,RO35921903,,"2023-01-13 13:44:19"
Hematrom,,,,RO29643,,"2023-01-13 13:44:19"
"Hervis Sports and Fashion SRL",,,,RO21479454,,"2023-01-13 13:44:19"
"Hidro Top Construct SRL",,,,RO18597298,,"2023-01-13 13:44:19"
"High Tech Laboratories SRL",,,,RO25637239,,"2023-01-13 13:44:19"
Holcim,,,,,,"2023-01-13 13:44:19"
"Hornbach Centrala",,,,RO17777320,,"2023-01-13 13:44:19"
"Hospitech SRL",,,,RO38241375,,"2023-01-13 13:44:19"
"Hotel Babilon SRL",,,,RO32112576,,"2023-01-13 13:44:19"
"Hotel Erbasu",,,,RO430008,,"2023-01-13 13:44:19"
"Hotel Ibis",,,,RO1559737,,"2023-01-13 13:44:19"
"Husqvarna Padure&Gradina SRL",,,,RO4381854,,"2023-01-13 13:44:19"
ICBMV,,,,4207214,,"2023-01-13 13:44:19"
"ICI Bucuresti",,,,RO785503,,"2023-01-13 13:44:19"
ICPBMUV,,,,RO267214,,"2023-01-13 13:44:19"
"IDM Tour & Events SRL",,,,RO18146468,,"2023-01-13 13:44:19"
IGCTI,,,,RO14582693,,"2023-01-13 13:44:19"
"INCDMM Cantacuzino(activitate economica)",,,,RO34965529,,"2023-01-13 13:44:19"
INEMRCM,,,,RO4340579,,"2023-01-13 13:44:19"
"ING Nederlanden Asigurari",,,,,,"2023-01-13 13:44:19"
IRS,,,,RO250,,"2023-01-13 13:44:19"
"ISN ENTERTAINMENT SRL",,,,RO35026674,,"2023-01-13 13:44:19"
"IT Genetics SRL",,,,RO21310535,,"2023-01-13 13:44:19"
"Ibbco Company",,,,RO14217469,,"2023-01-13 13:44:19"
"Icar prod srl",,,,RO6917020,,"2023-01-13 13:44:19"
"Iceberg Prodcom SRL",,,,RO11376028,,"2023-01-13 13:44:19"
"Id print",,,,RO15008770,,"2023-01-13 13:44:19"
"Ideal Tech SRL",,,,RO24973982,,"2023-01-13 13:44:19"
"Igifarm SRL",,,,RO10863793,,"2023-01-13 13:44:19"
"Ihorks trading",,,,RO365112,,"2023-01-13 13:44:19"
