Subiect,"Tip Interventie","Motiv Interventie",Organizatie,Status,"Prioritate Caz","Data Deschidere","Data Inchidere","Nume Echipament","Atribuit Lui"
"verificare periodica Pathfast pv 2684",,,,,,2018-05-14,,,
"Ridicare echipament Spotchem Ez. Pv.2688",,,,,,2018-05-14,,,
"Inlocuire impriamta termica Pathfast PV.2718",,,,,,2018-05-14,,,
"Predare echipamant Pathfast Pv. 2746",,,,,,2018-05-17,,,
"Inlocuire ecran touch-screen Pathfast Pv.2759",,,,,,2018-05-17,,,
"Revizie periodica Pathfast Pv.2777",,,,,,2018-05-17,,,
"imprimanta defecta Hemochron Response ",,,,,,2018-05-17,,,
"Verificare functionare Gastat 1835 -ATI",,,,,,2018-05-17,,,
"verificare functionare Gastat 1835 UPU ",,,,,,2018-05-17,,,
"Analizor biochimie Urit 8030 defect UPU",,,,,,2018-05-17,,,
"eroare functionare Gastat UPU ",,,,,,2018-05-17,,,
"verificare functionare Gastat UPU ",,,,,,2018-05-18,,,
"verificare functionare Pathfast ATI ",,,,,,2018-05-18,,,
"eroare functionare Force Triad BO S.M. Pitesti",,,,,,2018-05-18,,,
"revizie Pathfast ATI CC Iliescu",,,,,,2018-05-18,,,
"revizie Pathfast Cardio CC Iliescu",,,,,,2018-05-18,,,
"revizie Pathfast UPU CC Iliescu",,,,,,2018-05-18,,,
"revizie Pathfast UPU Sf. ioan",,,,,,2018-05-18,,,
"revizie Pathfast ATI",,,,,,2018-05-18,,,
"verificare functionare Gastat 1835 UPU ",,,,,,2018-05-18,,,
"revizie electrocautere Medicover ",,,,,,2018-05-18,,,
"revizie Pathfast UPU CC Iliescu",,,,,,2018-05-18,,,
"revizie Pathfast Cardio CC Iliescu",,,,,,2018-05-18,,,
"revizie Pathfast ATI CC Iliescu",,,,,,2018-05-18,,,
"ecran defect Pathfast UPU ",,,,,,2018-05-18,,,
"Pathfast defect UPU Bagdasar  ",,,,,,2018-05-18,,,
"eroare calibrare Pathfast UPU ",,,,,,2018-05-18,,,
"Mentenanta periodica Pathfast Pv.2853",,,,,,2018-05-23,,,
"Predare electrocauter Valleylab ForceFx",,,,,,2018-05-23,,,
"revizie Pathfast Cardio CC Iliescu",,,,,,2018-05-25,,,
"revizie Pathfast UPU CC Iliescu",,,,,,2018-05-25,,,
"revizie Pathfast ATI CC Iliescu",,,,,,2018-05-25,,,
"Gastat 1830 defect UPU ",,,,,,2018-05-25,,,
"predare Gastat reparat UPU ",,,,,,2018-05-25,,,
"predat Spotchem UPU ",,,,,,2018-05-25,,,
"calibrare P-SEP; CK-MB; cTni",,,,,,2018-05-25,,,
"calibrare P-SEP ATI",,,,,,2018-05-25,,,
"revizie Pathfast UPU",,,,,,2018-05-25,,,
"revizie Pathfast ATI",,,,,,2018-05-25,,,
"Verificare analizor Pathfast Pv.2988",,,,,,2018-05-30,,,
"verificare periodica pathfast pv 2927 ",,,,,,2018-05-31,,,
"revizie periodica Pathfast pv 2750",,,,,,2018-05-31,,,
"revizie periodica Pathfast pv 3014",,,,,,2018-05-31,,,
"revizie periodica Pathfast pv 3016",,,,,,2018-05-31,,,
"mentenanta GASTAT1835",,,,,,2018-06-05,,,
"service pathfast",,,,,,2018-06-05,,,
"intretinere Pathfast",,,,,,2018-06-05,,,
"service pathfast",,,,,,2018-06-05,,,
"mentenanta GASTAT1835",,,,,,2018-06-05,,,
"service pathfast",,,,,,2018-06-05,,,
"Ridicare ventilator HT70  Pv.2974",,,,,,2018-06-07,,,
"Predare Ventilator HT70 Pv.3172",,,,,,2018-06-07,,,
"Predare analizor de biochimie Spotchem Pv.3065",,,,,,2018-06-07,,,
"Instalare echipament de hematologie Norma Icon5 Pv.3040",,,,,,2018-06-07,,,
"Mentenanta periodica Pathfast Pv.1978",,,,,,2018-06-07,,,
"Predare echipament Valleylab Force EZ Pv.3235",,,,,,2018-06-11,,,
"Mentenanta periodica Pathfast Pv.2288",,,,,,2018-06-12,,,
"Verificare echipament hematologie URIT 3000+ Pv.2288",,,,,,2018-06-12,,,
"Ridicare echipament Spotchem Ez Pv.2287",,,,,,2018-06-12,,,
"Remediere defectiune sesizata Pahtfast Pv.2284",,,,,,2018-06-12,,,
"Verificare Hemocron Elite. Pv.2285",,,,,,2018-06-12,,,
"Service  Spotchem Ilia",,,,,,2018-06-22,,,
"service Valleylab",,,,,,2018-06-22,,,
"service VALLEYLAB",,,,,,2018-06-22,,,
"service Pathfast + Spotchem",,,,,,2018-06-22,,,
"service Pathfast",,,,,,2018-06-22,,,
"mentenanta Pathfast",,,,,,2018-06-22,,,
"revizie Pathfast",,,,,,2018-06-22,,,
"mentenanta pathfast",,,,,,2018-06-22,,,
"instalare Pathfast",,,,,,2018-06-22,,,
"Mentenanta Pathfast ",,,,,,2018-06-22,,,
"Mentenanta Pathfast ",,,,,,2018-06-22,,,
"Mentenanta Pathfast ",,,,,,2018-06-22,,,
"service Valleylab",,,,,,2018-06-22,,,
"reinstruire Pathfast",,,,,,2018-06-22,,,
"service Pathfast",,,,,,2018-06-22,,,
"Verificare functionare Spotchem EZ Pv.3423",,,,,,2018-06-26,,,
"Reparatie nebulizator UNIK Pv.3424",,,,,,2018-06-26,,,
"Revizie tehnica generala Spotchem EZ Pv.3433",,,,,,2018-06-26,,,
"Verificare Gastat 1835 Pv.3394",,,,,,2018-06-26,,,
"Mentenanta periodica Pathfast PV.3468",,,,,,2018-06-26,,,
"Mentenanta periodica Pathfast PV.3464",,,,,,2018-06-26,,,
"Reparatie nebulizator MiniBio Pv.3474",,,,,,2018-06-26,,,
"Reparatie nebulizator Maxibio Pv.3745",,,,,,2018-06-26,,,
"Inlocuire card CF Pathfast Pv.3499",,,,,,2018-06-26,,,
"Remediere defect sesizat Spotchem EZ ",,,,,,2018-06-26,,,
"verificari QC Pathfast",,,,,,2018-06-27,,,
"eroare optica Spotchem pv 3279",,,,,,2018-07-02,,,
"verificare periodica electrocautere pv 3073",,,,,,2018-07-02,,,
"verificare periodica electrocautere pv 3074",,,,,,2018-07-02,,,
"probleme functionare Hemochro Response pv 3151",,,,,,2018-07-02,,,
"revizie periodica Pathfast pv 3262",,,,,,2018-07-02,,,
"verificare periodica Pathfast pv 3123",,,,,,2018-07-02,,,
"verificare periodica Pathfast 2973",,,,,,2018-07-02,,,
"eroare calibrare NTProBNP instalare hs_cTnl pv 3152",,,,,,2018-07-02,,,
"intretinere Pathfast",,,,,,2018-07-03,,,
"intretinere Pathfast",,,,,,2018-07-03,,,
"intretinere Pathfast",,,,,,2018-07-03,,,
"intretinere Pathfast",,,,,,2018-07-03,,,
"calibrare Pathfast",,,,,,2018-07-03,,,
"mentenanta GASTAT1835",,,,,,2018-07-03,,,
"service pathfast",,,,,,2018-07-03,,,
"service Urit",,,,,,2018-07-03,,,
"instalare gastat navi",,,,,,2018-07-03,,,
"service pathfast",,,,,,2018-07-03,,,
"mentenanta GASTAT1835",,,,,,2018-07-03,,,
"Remediere defect sesizat Pathfast Pv.3783",,,,,,2018-07-09,,,
"Predat analizor de biochimie URIT 8031 Pv.3714",,,,,,2018-07-09,,,
"Verificare periodica si instalare hs-ctni Pv.3585",,,,,,2018-07-09,,,
"Verificare Gastat 1835 Pv.3766",,,,,,2018-07-09,,,
"Verificare periodica Pathfast Pv.3650",,,,,,2018-07-09,,,
"Predare analizor Gastat 1835 Pv.3648",,,,,,2018-07-09,,,
"Predare analizor Pathfast - cardio Braila Pv.3652",,,,,,2018-07-09,,,
"Mentenanta periodica Pahtfast Pv.3649",,,,,,2018-07-09,,,
"Verificare Gastat 1835 Braila. Pv3651",,,,,,2018-07-09,,,
"verificari QC Alba Iulia",,,,,,2018-07-20,,,
"revizie Pathfast",,,,,,2018-07-20,,,
"revizie Pathfast -ATI",,,,,,2018-07-20,,,
"revizie Pathfast - laborator",,,,,,2018-07-20,,,
"predare  spotchem pv 4006",,,,,,2018-07-23,,,
"verificare periodica Pathfast pv 4043",,,,,,2018-07-23,,,
"revizie periodica Pathfast pv 4042",,,,,,2018-07-23,,,
"mentenanta Pathfast UPU + ATI",,,,,,2018-07-27,,,
"mentenanta GASTAT1835",,,,,,2018-07-30,,,
"calibrare + QC Pathfast",,,,,,2018-07-30,,,
"intretinere Pathfast",,,,,,2018-07-30,,,
"service gastat navi",,,,,,2018-07-30,,,
"mentenanta GASTAT1835",,,,,,2018-07-30,,,
"intretinere Pathfast",,,,,,2018-07-30,,,
"calibrare Pathfast",,,,,,2018-07-30,,,
"service Urit",,,,,,2018-07-30,,,
"calibrare + QC Pathfast",,,,,,2018-07-30,,,
"QC Pathfast",,,,,,2018-07-30,,,
"service pathfast",,,,,,2018-07-30,,,
"calibrare Pathfast",,,,,,2018-08-01,,,
"mentenanta GASTAT1835",,,,,,2018-08-01,,,
"Predare URIT 3000 Plus Pv.4485",,,,,,2018-08-13,,,
"Predare Pathfast dupa reparatie Pv.4484",,,,,,2018-08-13,,,
"Calibrare si verificare Norma Icon 5 Pv.4205",,,,,,2018-08-13,,,
"Predare ventilator dupa reparatie. PV.4381",,,,,,2018-08-13,,,
"Remediere defect sesizat Electrocauter Valleylab Force Fx Pv.4200",,,,,,2018-08-13,,,
"Ridicare analizor Pathfast Pv.4492",,,,,,2018-08-13,,,
"Mentenanta periodica Pahtfast Pv.4175",,,,,,2018-08-13,,,
"Predare echipament dupa reparatie. Pv.3939",,,,,,2018-08-13,,,
"Mentenanta periodica Pathfast Pv.4070",,,,,,2018-08-13,,,
"service electrocauter Force FX pv 4370",,,,,,2018-08-17,,,
"mentenanta Pathfast ",,,,,,2018-08-17,,,
"mentenanta Pathfast",,,,,,2018-08-17,,,
"mentenanta Pathfast",,,,,,2018-08-17,,,
"mentenanta Pathfast",,,,,,2018-08-17,,,
"SERVICE SPOTCHEM",,,,,,2018-08-17,,,
" Probleme afisare dispaly force triad pv 4551",,,,,,2018-08-17,,,
"SERVICE SPOTCHEM",,,,,,2018-08-17,,,
"probleme conector ligasure valleylab  FT10 pv 4394",,,,,,2018-08-17,,,
"eroare luminescence error ",,,,,,2018-08-17,,,
"revizie periodica Pathfast pv 4174",,,,,,2018-08-17,,,
"Instalare Pathfast",,,,,,2018-08-17,,,
"Mentenanta periodica Pathfast Pv 4590 .",,,,,,2018-08-21,,,
"Predare Biowind B500 Pv.4606",,,,,,2018-08-21,,,
"Verificare si inlocuire consumabile Gastat 1835 Pv.4657",,,,,,2018-08-21,,,
"Eroare citire senzor Axa Y Pv.3867",,,,,,2018-08-21,,,
"Eroare citire proba linia 2 Pv.3866",,,,,,2018-08-21,,,
"Revizie periodica Pathfast",,,,,,2018-08-21,,,
"Verificare Pathfast Slatina Pv.4017",,,,,,2018-08-21,,,
"Predare echipament Pathfast Pv.4016",,,,,,2018-08-21,,,
"Predare echipament Pv.4334",,,,,,2018-08-21,,,
"Ridicare venilator Monnal T60 Pv.4372",,,,,,2018-08-21,,,
"Preluare echipament Pathfat Pv.4301",,,,,,2018-08-21,,,
"Verificare Gastat 1835 Pv.3766",,,,,,2018-08-21,,,
"Preluare in service Pathfast ",,,,,,2018-08-21,,,
"Verificare teste cu ser de control. Pv3782",,,,,,2018-08-21,,,
"Revizie conform contrat Pv.2954",,,,,,2018-08-21,,,
"Revizie conform contrat Pv.2955",,,,,,2018-08-21,,,
"Calibrare Pathfast PV.3596",,,,,,2018-08-21,,,
"Imprimanta defecta Pathfast PV.4595",,,,,,2018-08-22,,,
"calibrare Pathfast",,,,,,2018-08-22,,,
"calibrare Pathfast",,,,,,2018-08-22,,,
"Verificare si inlocuire consumabile Gastat 1835 PV.4633",,,,,,2018-08-22,,,
"Revizie conform contract Pathfast Pv. 4083",,,,,,2018-08-22,,,
"Revizie conform contrat Pathfast Pv.4084",,,,,,2018-08-22,,,
"Ridiare nebulizator SR4 Pv.3002",,,,,,2018-08-22,,,
"Ridicare analizor Pathfast Pv.3025",,,,,,2018-08-22,,,
"Revizie conform contract Pathfast ",,,,,,2018-08-22,,,
"Revizie echipamente Lab Sapunari. Pv.2790",,,,,,2018-08-22,,,
"Revizie conform contract Pathfast PV.3429",,,,,,2018-08-22,,,
"Revizie conform contract Pv.3428",,,,,,2018-08-22,,,
"Revizie conform contract Pv.2522",,,,,,2018-08-22,,,
"Predare echipament IISPV Pv.3005",,,,,,2018-08-22,,,
"Predare analizor Pathfast PV.3051",,,,,,2018-08-22,,,
"Mentenanta periodica Pathfast Pv.3427",,,,,,2018-08-22,,,
"Ridicare analizor Gastat 1835 Pv.2738",,,,,,2018-08-22,,,
"Eroare calibrare Pathfast Pv.3091",,,,,,2018-08-22,,,
"Verificare si inlocuire imprimanta terminca Pathfast Pv.4753",,,,,,2018-08-29,,,
"Instalare URIT 2900 Pv.4760",,,,,,2018-08-29,,,
"verificare periodica electrocautere pv 4987",,,,,,2018-09-06,,,
"verificare periodica electrocautere pv 4988",,,,,,2018-09-06,,,
"predare Spotchem",,,,,,2018-09-10,,,
"intretinere Gastat",,,,,,2018-09-10,,,
"mentenanta Pathfast",,,,,,2018-09-10,,,
"mentenanta Pathfast",,,,,,2018-09-10,,,
"mentenanta Pathfast",,,,,,2018-09-10,,,
"mentenanta Pathfast",,,,,,2018-09-10,,,
"intretinere Gastat",,,,,,2018-09-10,,,
"Predare Gastat 1835 Pv.5038",,,,,,2018-09-11,,,
"Verificare si copiere baza de date Pathfast Pv.4933",,,,,,2018-09-11,,,
"Verificare perdiodica Pahthfast Pv.4937",,,,,,2018-09-11,,,
"Predare nebulizator UNIK ",,,,,,2018-09-11,,,
"Mentenanta Pathfast",,,,,,2018-09-19,,,
"service Gastat navy",,,,,,2018-09-19,,,
"Instalare Pathfast D Pv.5272",,,,,,2018-09-28,,,
"Predare echipament dupa revizie PV.4497",,,,,,2018-09-28,,,
"Verificare si inlocuire consumabine Gastat 1820 Pv.5279",,,,,,2018-09-28,,,
"Verificare si inlocuire consumabile Gastat1835 Pv.5278",,,,,,2018-09-28,,,
"Ridicare ventilator Monnal T60 Pv.5323",,,,,,2018-09-28,,,
"Ridicare ventilator Monnal T60 Pv.5426",,,,,,2018-09-28,,,
"calibrare, control PTH Bacau",,,,,,2018-09-28,,,
"ridicare Pathfast",,,,,,2018-10-04,,,
"service Pathfast - ecran defect",,,,,,2018-10-04,,,
"service gastat navi",,,,,,2018-10-04,,,
"service Valleylab",,,,,,2018-10-04,,,
"service pathfast",,,,,,2018-10-04,,,
"service Pathfast - ecran defect",,,,,,2018-10-04,,,
"service gastat navi",,,,,,2018-10-04,,,
"ridicare Pathfast",,,,,,2018-10-04,,,
"service Pathfast - ecran inundat",,,,,,2018-10-04,,,
"mentenanta GASTAT1835",,,,,,2018-10-04,,,
"mentenanta Pathfast",,,,,,2018-10-04,,,
#NAME?,,,,,,2018-10-04,,,
"service gastat 1835",,,,,,2018-10-04,,,
"service gastat navi",,,,,,2018-10-04,,,
"mentenanta GASTAT1835",,,,,,2018-10-04,,,
"intretinere Pathfast",,,,,,2018-10-04,,,
"intretinere Pathfast",,,,,,2018-10-04,,,
"predare Hemochron sign. elite",,,,,,2018-10-04,,,
"service pathfast",,,,,,2018-10-04,,,
"Predare URIT 3000Plus Pv. 5412",,,,,,2018-10-04,,,
"Verificare Hematologie Phoenix Pv.5575",,,,,,2018-10-04,,,
"Revizie conform contract Spotchem Pv.5612",,,,,,2018-10-04,,,
"Revizie conform contract Spotchem Pv.5034",,,,,,2018-10-04,,,
"Ridicare Gastat 1835 PV.5613",,,,,,2018-10-04,,,
"Ridicare Gastat 1835 Braila Pv.5574",,,,,,2018-10-04,,,
"instalare Spotchem CM Iasi pv 5862",,,,,,2018-10-26,,,
"instalare Spotchem pv 6058",,,,,,2018-10-26,,,
"instalare Spotchem pv 5982",,,,,,2018-10-26,,,
"verificare periodica Pathfast pv 6310",,,,,,2018-10-26,,,
"verificare periodica Pathfast pv 6231",,,,,,2018-10-26,,,
"verificare periodica Pathfast pv6230",,,,,,2018-10-26,,,
"reparatie Biowind pv 6304",,,,,,2018-10-26,,,
"eroare cititor cod bare pv 6327",,,,,,2018-10-26,,,
"mentenanta GASTAT1835",,,,,,2018-11-05,,,
"preluare Pathfast",,,,,,2018-11-05,,,
"intretinere Pathfast",,,,,,2018-11-05,,,
"intretinere Pathfast",,,,,,2018-11-05,,,
"intretinere Pathfast",,,,,,2018-11-05,,,
"intretinere Pathfast",,,,,,2018-11-05,,,
"mentenanta GASTAT1835",,,,,,2018-11-05,,,
"Preluare echipament Norma Icon 5 Pv.6478",,,,,,2018-11-08,,,
"Predare echipament dupa verificare Pv.6552",,,,,,2018-11-08,,,
"Predare ventilator Monnal T60 Neuro Pv.6561",,,,,,2018-11-08,,,
"Service Gastat 1835",,,,,,2018-11-09,,,
"service Gastat navy",,,,,,2018-11-09,,,
"Mentenanta Pathfast",,,,,,2018-11-09,,,
"mentennanta Pathfast",,,,,,2018-11-09,,,
"mentennanta Pathfast",,,,,,2018-11-09,,,
"service Hemochron",,,,,,2018-11-09,,,
"SERVICE SPOTCHEM",,,,,,2018-11-09,,,
"predare Valleylab",,,,,,2018-11-09,,,
"revizie Valleylab",,,,,,2018-11-09,,,
"Mentenanta Valleylab force Triad",,,,,,2018-11-12,,,
"Mentenanta Valleylab fx",,,,,,2018-11-12,,,
"Eroare imprimanta Pathfast",,,,,,2018-11-12,,,
"eroare calibrare hSCRP - ATI Bagdasar",,,,,,2018-11-13,,,
"revizie Gastat ATI Balotesti ",,,,,,2018-11-13,,,
"revizie Gastat 2 ATI Balotesti ",,,,,,2018-11-13,,,
"revizie Patfast UPU ",,,,,,2018-11-13,,,
"verif funct Pathfast + Urit UPU Balotesti ",,,,,,2018-11-13,,,
"verif funct Ptf UPU ",,,,,,2018-11-13,,,
"revizie Ptf ATI ",,,,,,2018-11-13,,,
"revizie Ptf UPU ",,,,,,2018-11-13,,,
"revizie Ptf UPU",,,,,,2018-11-13,,,
"revizie ATI",,,,,,2018-11-13,,,
"revizie Ptf UPU ",,,,,,2018-11-13,,,
"revizie Valleylab BO ",,,,,,2018-11-13,,,
"revizie Valleylab BO Balotesti ",,,,,,2018-11-13,,,
"instruire personal ",,,,,,2018-11-13,,,
"revizie Ptf UPU ",,,,,,2018-11-13,,,
"revizie Ptf ATI ",,,,,,2018-11-13,,,
"Ligasure defect BO",,,,,,2018-11-13,,,
"predare Ventilator Monnal T 60 UPU ",,,,,,2018-11-13,,,
"revizie Ptf UPU ",,,,,,2018-11-13,,,
"predare Ptf UPU dupa inlocuire ecran",,,,,,2018-11-13,,,
"preluare ventilator T60 UPU",,,,,,2018-11-13,,,
"revizie Valleylab ",,,,,,2018-11-13,,,
"revizie Ligasure BO ",,,,,,2018-11-13,,,
"verif funct Ptf UPU ",,,,,,2018-11-13,,,
"Mentenanta Pathfast",,,,,,2018-11-15,,,
"Mentenanta Pathfast",,,,,,2018-11-15,,,
"Mentenanta Pathfast",,,,,,2018-11-15,,,
"Mentenanta Pathfast",,,,,,2018-11-15,,,
"Inlocuire imprimanta Pathfast",,,,,,2018-11-15,,,
"Instalare Pathfast D",,,,,,2018-11-15,,,
"verificare periodica electrocautere  pv 6785",,,,,,2018-11-15,,,
"verificare periodica electrocautere pv 6786",,,,,,2018-11-15,,,
"verificare periodica electrocautere pv 6740",,,,,,2018-11-15,,,
"display Pathfast stricat",,,,,,2018-11-15,,,
"verificare periodica Pathfast pv 6437",,,,,,2018-11-15,,,
"Ridicare echipament Pathfast pentru reparatie Pv.6797",,,,,,2018-11-19,,,
"Ridicare echipament pentru verificare si depanare. Pv.6831",,,,,,2018-11-19,,,
"Ridicare echipament Valleylab Ligasure Pv.6837",,,,,,2018-11-19,,,
"Predare echipanent catre beneficiar. Pv. 6846",,,,,,2018-11-19,,,
"Predare echipament dupa verificar Pv.6847",,,,,,2018-11-19,,,
"Remediere defect sesizat ICON 5 Pv.6280",,,,,,2018-11-20,,,
"mentenanta Pathfast ",,,,,,2018-11-23,,,
"mentenanta Pathfast ",,,,,,2018-11-23,,,
"mentenanta Pathfast - LABORATOR",,,,,,2018-11-23,,,
"SERVICE PATHFAST",,,,,,2018-11-23,,,
"service BIOWIND",,,,,,2018-11-23,,,
"mentenanta Pathfast",,,,,,2018-11-23,,,
"service Hemochron Elite",,,,,,2018-12-05,,,
"service Urit",,,,,,2018-12-05,,,
"mentenanta GASTAT1835",,,,,,2018-12-05,,,
"service pathfast",,,,,,2018-12-05,,,
"intretinere Pathfast",,,,,,2018-12-05,,,
"intretinere Pathfast",,,,,,2018-12-05,,,
"Valleylab FX sursa defecta",,,,,,2018-12-07,,,
"Verificare Urit3000 Plus PV.5126",,,,,,2018-12-13,,,
"Mentenanta periodica Pahtfast PV.5123",,,,,,2018-12-13,,,
"Predare dupa reparatie Gastat 1835 Pv.7138",,,,,,2018-12-13,,,
"Remediere defect sesizat Norma Icon5 Pv.7223",,,,,,2018-12-13,,,
"Mentenanta periodica Pathfast verificare echipament QC Pv.7259",,,,,,2018-12-13,,,
"Verificare Norma Icon 5 Pv.7323",,,,,,2018-12-13,,,
"Verificare periodica Pathfast PV.7333",,,,,,2018-12-13,,,
"Preluare Pathfast Polizu Pv.7471",,,,,,2018-12-13,,,
"Preluare echipament Norma Icon 5 Pv.7472",,,,,,2018-12-13,,,
"Predare Pathfast Pv.7498",,,,,,2018-12-13,,,
"Predare Pathfast. Pv.7551",,,,,,2018-12-13,,,
"Verificare Gastat 1835 Pv.7591",,,,,,2018-12-13,,,
"Verificare echipament Norma Icon5 Pv.6538",,,,,,2018-12-18,,,
"Verificare echipament Norma Icon5 Pv.6538",,,,,,2018-12-18,,,
"Revizie conform contrat Pahtfast Pv.7622",,,,,,2018-12-18,,,
"Revizie conform contract. PV.7621",,,,,,2018-12-18,,,
"Verificare URIT 8031 Pv.7647",,,,,,2018-12-18,,,
"Ridcare echipament Gastat 1835 Galati Pv.7633",,,,,,2018-12-18,,,
"Inlocuire echipament Spotchem Ez. Pv.7627",,,,,,2018-12-18,,,
"instalare Pathfast",,,,,,2019-01-04,,,
"intretinere Pathfast",,,,,,2019-01-04,,,
"service GASTAT1835",,,,,,2019-01-04,,,
"intretinere Pathfast",,,,,,2019-01-04,,,
"intretinere Pathfast",,,,,,2019-01-04,,,
"intretinere Pathfast",,,,,,2019-01-04,,,
"intretinere Pathfast",,,,,,2019-01-04,,,
"Predare echipament Norma Icon 3 Pv.7777",,,,,,2019-01-10,,,
"Revizie Pathfast PV.110 ",,,,,,2019-01-10,,,
"Mentenanta periodica Pathfast ",,,,,,2019-01-10,,,
"Preluare ventilator Monnal T60 ",,,,,,2019-01-10,,,
"Predare ventilaor Monnal T60 Pv.7734",,,,,,2019-01-10,,,
"Preluare echipament Pahtfast in service  Pv.152",,,,,,2019-01-14,,,
"Verificare Pathfast +QC Level 1 si 3 Pv.136",,,,,,2019-01-14,,,
"reinstalre soft Pathfast ",,,,,,2019-01-23,,,
"revizie periodica, calibrat Nt-proBNP PTH pv 08",,,,,,2019-01-23,,,
"Nebulizator nu pulverizeaza pv 11",,,,,,2019-01-23,,,
"eroare citire cod de bare ",,,,,,2019-01-23,,,
"probleme printare, instruire Hemochron Signature pv 383",,,,,,2019-01-23,,,
"instalare  Pathfast pv 164",,,,,,2019-01-23,,,
"Ridicare echipament Norma Icon 5 ",,,,,,2019-01-28,,,
"Predare echipament dupa reparatie Norma Icon 5 PV.452",,,,,,2019-01-28,,,
"Ridicare echipament Valleylab Ligasure Pv.453",,,,,,2019-01-28,,,
"Predare echipament dupa verificare Pv.433",,,,,,2019-01-28,,,
"Revizie Pathfast Pv.6825",,,,,,2019-01-28,,,
"Revizie Pathfast Pv.6974",,,,,,2019-01-28,,,
"Revizie Pathfast Pv4084",,,,,,2019-01-28,,,
"Revizie Pathfast PV.4083",,,,,,2019-01-28,,,
"Inlocuire alimentator Norma Icon 5",,,,,,2019-01-28,,,
"Ridicare echipament Pathfast",,,,,,2019-01-28,,,
"Service Pathfast Pv.5403",,,,,,2019-01-28,,,
"Service Pathfast Pv.5403",,,,,,2019-01-28,,,
"Verificare echipament Pathfast PV.7783",,,,,,2019-01-28,,,
"Inlocuire imprimanta termica. ",,,,,,2019-01-28,,,
"Verificare avoximentru 4000 Campina Pv.5945",,,,,,2019-01-28,,,
"Verificare Pathfast Pv.5887",,,,,,2019-01-28,,,
"Predare echipament Pathfast Pv.5861",,,,,,2019-01-28,,,
"Verificare analizor Pathfast Pv.4791",,,,,,2019-01-28,,,
"Gastat 1830 Pv.6852",,,,,,2019-01-28,,,
"Electrocauter Force FX ",,,,,,2019-01-28,,,
"Revizie Pathfast Pv.4833",,,,,,2019-01-28,,,
"Revizie Pathfast Pv.4672",,,,,,2019-01-28,,,
"Revizie Pathfast Pv.4671",,,,,,2019-01-28,,,
"Revizie Pathfast Pv.6371",,,,,,2019-01-28,,,
"Revizie Pathfast Pv.6247",,,,,,2019-01-28,,,
"Revizie Pathfast Pv.6256",,,,,,2019-01-28,,,
"Verificare Gastat Medgidia Pv.6573",,,,,,2019-01-28,,,
"Verficare Versatreck  PV.6085",,,,,,2019-01-28,,,
"Verificare Gastat 1835 Pv.6715",,,,,,2019-01-28,,,
"Verificare Spotchem Pv.7018",,,,,,2019-01-28,,,
"Inlocuire ecran Pathfast Pv.7272",,,,,,2019-01-28,,,
"Gastat 1835 Pv.7346",,,,,,2019-01-28,,,
"URIT 8021 Pv.7485",,,,,,2019-01-28,,,
"Erori calibrare Pathfast Pv.7032",,,,,,2019-01-28,,,
"Hemochrone Elite Pv.7138",,,,,,2019-01-28,,,
"Verificare Gastat 1835 Pv.7580",,,,,,2019-01-28,,,
"Verificare Pathfast PV.7579",,,,,,2019-01-28,,,
"Electrocauter Valleylab PV.7546",,,,,,2019-01-28,,,
"Gastat 1835 Pv.7623",,,,,,2019-01-28,,,
"Spotchem Eroare Optica E05 Pv.4755",,,,,,2019-01-29,,,
"URIT 3000Plus Pv.7738",,,,,,2019-01-29,,,
"URIT 8031  Braila PV.7770",,,,,,2019-01-29,,,
"Revizie Pathfast ",,,,,,2019-01-29,,,
"Revizie Pathfast",,,,,,2019-01-29,,,
"Revizie Pathfast Pv.4682",,,,,,2019-01-29,,,
"Revizie Pathfast Pv.4681",,,,,,2019-01-29,,,
"Predare Pathfast dupa reparatie",,,,,,2019-01-29,,,
"mentenanta GASTAT1835",,,,,,2019-02-04,,,
"service pathfast",,,,,,2019-02-04,,,
"intretinere Pathfast",,,,,,2019-02-04,,,
"intretinere Pathfast",,,,,,2019-02-04,,,
"mentenanta GASTAT1835",,,,,,2019-02-04,,,
"Verificare echipament Pahtfast Pv.605",,,,,,2019-02-05,,,
"Inlocuire ecran Pathfast Pv. 609",,,,,,2019-02-05,,,
"ecran defect Cardio ",,,,,,2019-02-15,,,
"pathfast defect ATI",,,,,,2019-02-15,,,
"instruire operare nebulizator Minibio Balotesti ",,,,,,2019-02-15,,,
"verificare functionare Ptf Cardio ",,,,,,2019-02-15,,,
"Verificat functionare Gastat ATI Balotesti ",,,,,,2019-02-15,,,
"inlocuire Cal Cassette Gastat CCM ",,,,,,2019-02-15,,,
"instalare instruire Hemochron Signature pv 7749",,,,,,2019-02-15,,,
"predare , instalare imprimanta Hemochron pv 881",,,,,,2019-02-15,,,
"ridicat aparat MaxiBio pentru service pv 722",,,,,,2019-02-15,,,
"predat aparat MaxiBio dupa servisare pv 795",,,,,,2019-02-15,,,
"Verificare ventilator Monnal T60 Pv.1156",,,,,,2019-03-01,,,
"Remediere defect sesizat Gastat 1835 Pv.977",,,,,,2019-03-01,,,
"Predare ventilator HT70 Pv.978",,,,,,2019-03-01,,,
"Predare echipamemt dupa reparatie si revizie Pv.1067",,,,,,2019-03-01,,,
"Remediere defect sesizat Norma Icon 3 Pv.1021",,,,,,2019-03-01,,,
